county,year,hum_cases,catt_cases,cam_cases,goat_cases,shp_cases,catt_pop,goat_pop,sheep_pop,cam_pop,pop,hum_incidence,catt_incidence,cam_incidence,goat_incidence,shp_incidence
Laikipia,2020,4834,0,0,0,0,270065,402526,613782,7827,529000,9137.99621928166,0,0,0,0
Laikipia,2021,4035,8,0,0,2,270065,402526,613782,7827,539000,7486.0853432282,29.6224982874493,0,0,3.25848591193616
Laikipia,2022,2565,0,0,0,0,270065,402526,613782,7827,550000,4663.63636363636,0,0,0,0
Lamu,2014,45,0,0,0,0,98321,97879,42145,125,126352,356.147904267443,0,0,0,0
Lamu,2015,80,0,0,0,0,98321,97879,42145,125,129685,616.879361529861,0,0,0,0
Lamu,2016,173,0,0,0,0,98321,97879,42145,125,133106,1299.71601580695,0,0,0,0
Lamu,2017,32,0,0,0,0,98321,97879,42145,125,136617,234.23146460543,0,0,0,0
Lamu,2018,38,0,0,0,0,98321,97879,42145,125,140221,271.000777344335,0,0,0,0
Lamu,2019,45,0,0,0,0,98321,97879,42145,125,143920,312.673707615342,0,0,0,0
Lamu,2020,356,0,0,0,0,98321,97879,42145,125,155000,2296.77419354839,0,0,0,0
Lamu,2021,160,0,0,0,0,98321,97879,42145,125,159000,1006.2893081761,0,0,0,0
Lamu,2022,38,0,0,0,0,98321,97879,42145,125,163000,233.128834355828,0,0,0,0
Machakos,2014,3345,0,0,0,0,362351,624891,171525,1473,1350195,2477.41992823259,0,0,0,0
Machakos,2015,2804,0,0,0,0,362351,624891,171525,1473,1364247,2055.34628260132,0,0,0,0
Machakos,2016,9972,0,0,0,0,362351,624891,171525,1473,1378445,7234.2385804294,0,0,0,0
Machakos,2017,8700,0,0,0,0,362351,624891,171525,1473,1392791,6246.45047246859,0,0,0,0
Machakos,2018,9792,0,0,0,0,362351,624891,171525,1473,1407286,6958.07390963884,0,0,0,0
Machakos,2019,10727,0,0,0,0,362351,624891,171525,1473,1421932,7543.96131460576,0,0,0,0
Machakos,2020,7393,3,0,1,0,362351,624891,171525,1473,1442000,5126.90707350902,8.27926513242685,0,1.60027908867306,0
Machakos,2021,6404,5,0,0,0,362351,624891,171525,1473,1457000,4395.33287577213,13.7987752207114,0,0,0
Machakos,2022,3034,2,0,0,0,362351,624891,171525,1473,1472000,2061.14130434783,5.51951008828456,0,0,0
Makueni,2014,3748,0,0,0,0,325803,799638,133115,1111,934042,4012.66752458669,0,0,0,0
Makueni,2015,10319,0,0,0,0,325803,799638,133115,1111,944526,10925.056589231,0,0,0,0
Makueni,2016,12168,0,0,0,0,325803,799638,133115,1111,955128,12739.6537427444,0,0,0,0
Makueni,2017,13270,0,0,0,0,325803,799638,133115,1111,965849,13739.207681532,0,0,0,0
Makueni,2018,8194,1,0,0,0,325803,799638,133115,1111,976690,8389.56065896037,3.06933944745751,0,0,0
Makueni,2019,4488.3,6,0,2,9,325803,799638,133115,1111,987653,4544.40982814815,18.4160366847451,0,2.50113176212236,67.6107125417872
Makueni,2020,3868,1,0,1,0,325803,799638,133115,1111,1008000,3837.30158730159,3.06933944745751,0,1.25056588106118,0
Makueni,2021,4015,0,0,0,0,325803,799638,133115,1111,1019000,3940.13738959765,0,0,0,0
Makueni,2022,3328,0,0,7,0,325803,799638,133115,1111,1031000,3227.93404461688,0,0,8.75396116742826,0
Mandera,2014,1059,0,0,0,0,1182989,4898807,2226033,1828665,761572,1390.54482045033,0,0,0,0
Mandera,2015,3868,0,0,23,0,1182989,4898807,2226033,1828665,781661,4948.43672640697,0,0,4.6950206448223,0
Mandera,2016,3751,0,0,0,0,1182989,4898807,2226033,1828665,802280,4675.42503863988,0,0,0,0
Mandera,2017,3295,0,0,0,0,1182989,4898807,2226033,1828665,823442,4001.49615880657,0,0,0,0
Mandera,2018,8771,0,0,0,0,1182989,4898807,2226033,1828665,845163,10377.8797699379,0,0,0,0
Mandera,2019,8162,13,0,16,2,1182989,4898807,2226033,1828665,867457,9409.11192139783,10.989113170114,0,3.26610131813725,0.89845927710865
Mandera,2020,6049,0,0,0,0,1182989,4898807,2226033,1828665,887000,6819.6166854566,0,0,0,0
Mandera,2021,6662,0,0,12,0,1182989,4898807,2226033,1828665,911000,7312.84302963776,0,0,2.44957598860294,0
Mandera,2022,6291,0,0,0,0,1182989,4898807,2226033,1828665,935000,6728.34224598931,0,0,0,0
Marsabit,2014,2323,0,0,0,0,240736,744475,627832,215234,408240,5690.28022731727,0,0,0,0
Marsabit,2015,4380,0,0,0,0,240736,744475,627832,215234,418065,10476.8397258799,0,0,0,0
Marsabit,2016,5602,0,0,0,0,240736,744475,627832,215234,428126,13084.9329403026,0,0,0,0
Marsabit,2017,7044,0,0,0,0,240736,744475,627832,215234,438429,16066.4554580103,0,0,0,0
Marsabit,2018,9101,0,0,0,0,240736,744475,627832,215234,448980,20270.3906632812,0,0,0,0
Marsabit,2019,8987,0,0,0,0,240736,744475,627832,215234,459785,19546.0921952652,0,0,0,0
Marsabit,2020,8561,0,0,0,0,240736,744475,627832,215234,480000,17835.4166666667,0,0,0,0
Marsabit,2021,7874,4,8,70,9,240736,744475,627832,215234,491000,16036.6598778004,16.6157118170942,37.1688487878309,94.0259914704994,14.3350450438971
Marsabit,2022,7068,20,9,139,28,240736,744475,627832,215234,503000,14051.689860835,83.0785590854712,41.8149548863098,186.70875449142,44.5979179143465
Meru,2014,1803,0,0,0,0,312184,342198,138771,5732,1450757,1242.79944883947,0,0,0,0
Meru,2015,7545,0,0,0,0,312184,342198,138771,5732,1469270,5135.20319614503,0,0,0,0
Meru,2016,6188,0,0,0,0,312184,342198,138771,5732,1488019,4158.54905078497,0,0,0,0
Meru,2017,6508,0,0,0,0,312184,342198,138771,5732,1507007,4318.49354382561,0,0,0,0
Meru,2018,8459,1,0,0,0,312184,342198,138771,5732,1526238,5542.38591884097,3.20323911539349,0,0,0
Meru,2019,7120,0,0,0,0,312184,342198,138771,5732,1545714,4606.28550947976,0,0,0,0
Meru,2020,6577,0,0,0,0,312184,342198,138771,5732,1565000,4202.55591054313,0,0,0,0
Meru,2021,4483,0,0,0,0,312184,342198,138771,5732,1586000,2826.6078184111,0,0,0,0
Meru,2022,3535,0,0,0,0,312184,342198,138771,5732,1606000,2201.12079701121,0,0,0,0
Migori,2014,1273,0,0,0,0,323320,142204,70852,0,988235,1288.15514528427,0,,0,0
Migori,2015,4372,0,0,0,0,323320,142204,70852,0,1012640,4317.42771369885,0,,0,0
Migori,2016,12343,0,0,0,0,323320,142204,70852,0,1037647,11895.1820802257,0,,0,0
Migori,2017,15984,0,0,0,0,323320,142204,70852,0,1063272,15032.8420197278,0,,0,0
Migori,2018,20261,0,0,0,0,323320,142204,70852,0,1089530,18596.0918928345,0,,0,0
Migori,2019,21189,1,0,0,0,323320,142204,70852,0,1116436,18979.1443486237,3.09291104787826,,0,0
Migori,2020,21918,0,0,0,0,323320,142204,70852,0,1147000,19108.9799476896,0,,0,0
Migori,2021,23860,0,0,0,0,323320,142204,70852,0,1176000,20289.1156462585,0,,0,0
Migori,2022,18963,0,0,0,0,323320,142204,70852,0,1205000,15736.9294605809,0,,0,0
Mombasa,2014,96,0,0,0,0,10651,25411,2292,58,1082243,88.7046624464192,0,0,0,0
Mombasa,2015,367,5,0,0,0,10651,25411,2292,58,1106362,331.717828341899,469.439489249836,0,0,0
Mombasa,2016,507,0,0,0,0,10651,25411,2292,58,1131018,448.268727818655,0,0,0,0
Mombasa,2017,732,0,0,0,0,10651,25411,2292,58,1156224,633.095317170375,0,0,0,0
Mombasa,2018,889,0,0,0,0,10651,25411,2292,58,1181991,752.120786029674,0,0,0,0
Mombasa,2019,944,0,0,0,0,10651,25411,2292,58,1208333,781.241594825268,0,0,0,0
Mombasa,2020,1057,0,0,0,0,10651,25411,2292,58,1228000,860.749185667753,0,0,0,0
Mombasa,2021,1268,0,0,0,0,10651,25411,2292,58,1256000,1009.55414012739,0,0,0,0
Mombasa,2022,720,0,0,0,0,10651,25411,2292,58,1284000,560.747663551402,0,0,0,0
Murang'a,2014,1310,0,0,0,0,210103,173763,56475,0,1001307,1308.2900648852,0,,0,0
Murang'a,2015,1699,0,0,0,0,210103,173763,56475,0,1012137,1678.62651004755,0,,0,0
Murang'a,2016,1451,0,0,0,0,210103,173763,56475,0,1023084,1418.26086616544,0,,0,0
Murang'a,2017,1992,0,0,0,0,210103,173763,56475,0,1034149,1926.22146325143,0,,0,0
Murang'a,2018,1897,0,0,0,0,210103,173763,56475,0,1045334,1814.7309855032,0,,0,0
Murang'a,2019,1592,5,0,0,0,210103,173763,56475,0,1056640,1506.66262870987,23.7978515299639,,0,0
Murang'a,2020,1262,21,0,0,0,210103,173763,56475,0,1077000,1171.77344475395,99.9509764258483,,0,0
Murang'a,2021,1329,0,0,0,0,210103,173763,56475,0,1088000,1221.50735294118,0,,0,0
Murang'a,2022,1557,0,0,0,0,210103,173763,56475,0,1100000,1415.45454545455,0,,0,0
Nairobi,2014,3699,0,0,0,0,29329,28415,19109,0,4041978,915.146000299853,0,,0,0
Nairobi,2015,5424,0,0,0,0,29329,28415,19109,0,4110625,1319.50737418276,0,,0,0
Nairobi,2016,7068,0,0,0,0,29329,28415,19109,0,4180438,1690.73192808983,0,,0,0
Nairobi,2017,11486,0,0,0,0,29329,28415,19109,0,4251437,2701.67475138406,0,,0,0
