"date","county","pop"
2016-12-01,"Kwale",806638
2016-12-01,"Laikipia",488662
2016-12-01,"Lamu",133106
2016-12-01,"Machakos",1378445
2016-12-01,"Makueni",955128
2016-12-01,"Mandera",802280
2016-12-01,"Marsabit",428126
2016-12-01,"Meru",1488019
2016-12-01,"Migori",1037647
2016-12-01,"Mombasa",1131018
2016-12-01,"Murang'a",1023084
2016-12-01,"Nairobi",4180438
2016-12-01,"Nakuru",2027580
2016-12-01,"Nandi",843359
2016-12-01,"Narok",1061997
2016-12-01,"Nyamira",595100
2016-12-01,"Nyandarua",602962
2016-12-01,"Nyeri",735724
2016-12-01,"Samburu",285159
2016-12-01,"Siaya",940223
2016-12-01,"Taita Taveta",328355
2016-12-01,"Tana River",292295
2016-12-01,"Tharaka Nithi",380691
2016-12-01,"Trans Nzoia",935816
2016-12-01,"Turkana",857327
2016-12-01,"Uasin Gishu",1094446
2016-12-01,"Vihiga",575270
2016-12-01,"Wajir",721450
2016-12-01,"West Pokot",579888
2017-01-01,"Baringo",638401
2017-01-01,"Bomet",852033
2017-01-01,"Bungoma",1615896
2017-01-01,"Busia",859343
2017-01-01,"Elgeyo Marakwet",441485
2017-01-01,"Embu",596126
2017-01-01,"Garissa",800960
2017-01-01,"Homa Bay",1088901
2017-01-01,"Isiolo",255606
2017-01-01,"Kajiado",1064609
2017-01-01,"Kakamega",1801318
2017-01-01,"Kericho",877771
2017-01-01,"Kiambu",2324363
2017-01-01,"Kilifi",1398783
2017-01-01,"Kirinyaga",600321
2017-01-01,"Kisii",1242904
2017-01-01,"Kisumu",1116618
2017-01-01,"Kitui",1109082
2017-01-01,"Kwale",826219
2017-01-01,"Laikipia",498431
2017-01-01,"Machakos",1392791
2017-01-01,"Makueni",965849
2017-01-01,"Mandera",823442
2017-01-01,"Marsabit",438429
2017-01-01,"Meru",1507007
2017-01-01,"Migori",1063272
2017-01-01,"Mombasa",1156224
2017-01-01,"Murang'a",1034149
2017-01-01,"Nairobi",4251437
2017-01-01,"Nakuru",2071496
2017-01-01,"Nandi",857246
2017-01-01,"Narok",1093039
2017-01-01,"Nyamira",598572
2017-01-01,"Nyandarua",614515
2017-01-01,"Nyeri",743456
2017-01-01,"Samburu",293313
2017-01-01,"Siaya",957555
2017-01-01,"Taita Taveta",332410
2017-01-01,"Tana River",299974
2017-01-01,"Tharaka Nithi",384808
2017-01-01,"Trans Nzoia",953649
2017-01-01,"Turkana",879942
2017-01-01,"Uasin Gishu",1116896
2017-01-01,"Vihiga",580143
2017-01-01,"Wajir",740861
2017-01-01,"West Pokot",593357
2017-02-01,"Baringo",638401
2017-02-01,"Bomet",852033
2017-02-01,"Bungoma",1615896
2017-02-01,"Busia",859343
2017-02-01,"Elgeyo Marakwet",441485
2017-02-01,"Embu",596126
2017-02-01,"Garissa",800960
2017-02-01,"Homa Bay",1088901
2017-02-01,"Isiolo",255606
2017-02-01,"Kajiado",1064609
2017-02-01,"Kakamega",1801318
2017-02-01,"Kericho",877771
2017-02-01,"Kiambu",2324363
2017-02-01,"Kilifi",1398783
2017-02-01,"Kirinyaga",600321
2017-02-01,"Kisii",1242904
2017-02-01,"Kisumu",1116618
2017-02-01,"Kitui",1109082
2017-02-01,"Kwale",826219
2017-02-01,"Laikipia",498431
2017-02-01,"Lamu",136617
2017-02-01,"Machakos",1392791
2017-02-01,"Makueni",965849
2017-02-01,"Mandera",823442
2017-02-01,"Marsabit",438429
2017-02-01,"Meru",1507007
2017-02-01,"Migori",1063272
2017-02-01,"Mombasa",1156224
2017-02-01,"Murang'a",1034149
2017-02-01,"Nairobi",4251437
2017-02-01,"Nakuru",2071496
2017-02-01,"Nandi",857246
2017-02-01,"Narok",1093039
2017-02-01,"Nyamira",598572
2017-02-01,"Nyandarua",614515
2017-02-01,"Nyeri",743456
2017-02-01,"Samburu",293313
2017-02-01,"Siaya",957555
2017-02-01,"Taita Taveta",332410
2017-02-01,"Tana River",299974
2017-02-01,"Tharaka Nithi",384808
2017-02-01,"Trans Nzoia",953649
2017-02-01,"Turkana",879942
2017-02-01,"Uasin Gishu",1116896
2017-02-01,"Vihiga",580143
2017-02-01,"Wajir",740861
2017-02-01,"West Pokot",593357
2017-03-01,"Baringo",638401
2017-03-01,"Bomet",852033
2017-03-01,"Bungoma",1615896
2017-03-01,"Busia",859343
2017-03-01,"Elgeyo Marakwet",441485
2017-03-01,"Embu",596126
2017-03-01,"Garissa",800960
2017-03-01,"Homa Bay",1088901
2017-03-01,"Isiolo",255606
2017-03-01,"Kajiado",1064609
2017-03-01,"Kakamega",1801318
2017-03-01,"Kericho",877771
2017-03-01,"Kiambu",2324363
2017-03-01,"Kilifi",1398783
2017-03-01,"Kirinyaga",600321
2017-03-01,"Kisii",1242904
2017-03-01,"Kisumu",1116618
2017-03-01,"Kitui",1109082
2017-03-01,"Kwale",826219
2017-03-01,"Laikipia",498431
2017-03-01,"Machakos",1392791
2017-03-01,"Makueni",965849
2017-03-01,"Mandera",823442
2017-03-01,"Marsabit",438429
2017-03-01,"Meru",1507007
2017-03-01,"Migori",1063272
2017-03-01,"Mombasa",1156224
2017-03-01,"Murang'a",1034149
2017-03-01,"Nairobi",4251437
2017-03-01,"Nakuru",2071496
2017-03-01,"Nandi",857246
2017-03-01,"Narok",1093039
2017-03-01,"Nyamira",598572
2017-03-01,"Nyandarua",614515
2017-03-01,"Nyeri",743456
2017-03-01,"Samburu",293313
2017-03-01,"Siaya",957555
2017-03-01,"Taita Taveta",332410
2017-03-01,"Tana River",299974
2017-03-01,"Tharaka Nithi",384808
2017-03-01,"Trans Nzoia",953649
2017-03-01,"Turkana",879942
2017-03-01,"Uasin Gishu",1116896
2017-03-01,"Vihiga",580143
2017-03-01,"Wajir",740861
2017-03-01,"West Pokot",593357
2017-04-01,"Baringo",638401
2017-04-01,"Bomet",852033
2017-04-01,"Bungoma",1615896
2017-04-01,"Busia",859343
2017-04-01,"Elgeyo Marakwet",441485
2017-04-01,"Embu",596126
2017-04-01,"Garissa",800960
2017-04-01,"Homa Bay",1088901
2017-04-01,"Isiolo",255606
2017-04-01,"Kajiado",1064609
2017-04-01,"Kakamega",1801318
2017-04-01,"Kericho",877771
2017-04-01,"Kiambu",2324363
2017-04-01,"Kilifi",1398783
2017-04-01,"Kirinyaga",600321
2017-04-01,"Kisii",1242904
2017-04-01,"Kisumu",1116618
2017-04-01,"Kitui",1109082
2017-04-01,"Kwale",826219
2017-04-01,"Laikipia",498431
2017-04-01,"Machakos",1392791
2017-04-01,"Makueni",965849
2017-04-01,"Mandera",823442
2017-04-01,"Marsabit",438429
2017-04-01,"Meru",1507007
2017-04-01,"Migori",1063272
2017-04-01,"Mombasa",1156224
2017-04-01,"Murang'a",1034149
2017-04-01,"Nairobi",4251437
2017-04-01,"Nakuru",2071496
2017-04-01,"Nandi",857246
2017-04-01,"Narok",1093039
2017-04-01,"Nyamira",598572
2017-04-01,"Nyandarua",614515
2017-04-01,"Nyeri",743456
2017-04-01,"Samburu",293313
2017-04-01,"Siaya",957555
2017-04-01,"Taita Taveta",332410
2017-04-01,"Tana River",299974
2017-04-01,"Tharaka Nithi",384808
2017-04-01,"Trans Nzoia",953649
2017-04-01,"Turkana",879942
2017-04-01,"Uasin Gishu",1116896
2017-04-01,"Vihiga",580143
2017-04-01,"Wajir",740861
2017-04-01,"West Pokot",593357
2017-05-01,"Baringo",638401
2017-05-01,"Bomet",852033
2017-05-01,"Bungoma",1615896
2017-05-01,"Busia",859343
2017-05-01,"Elgeyo Marakwet",441485
2017-05-01,"Embu",596126
2017-05-01,"Garissa",800960
2017-05-01,"Homa Bay",1088901
2017-05-01,"Isiolo",255606
2017-05-01,"Kajiado",1064609
2017-05-01,"Kakamega",1801318
2017-05-01,"Kericho",877771
2017-05-01,"Kiambu",2324363
2017-05-01,"Kilifi",1398783
2017-05-01,"Kirinyaga",600321
2017-05-01,"Kisii",1242904
2017-05-01,"Kisumu",1116618
2017-05-01,"Kitui",1109082
2017-05-01,"Kwale",826219
2017-05-01,"Laikipia",498431
2017-05-01,"Lamu",136617
2017-05-01,"Machakos",1392791
2017-05-01,"Makueni",965849
2017-05-01,"Mandera",823442
2017-05-01,"Marsabit",438429
2017-05-01,"Meru",1507007
2017-05-01,"Migori",1063272
2017-05-01,"Mombasa",1156224
2017-05-01,"Murang'a",1034149
2017-05-01,"Nairobi",4251437
2017-05-01,"Nakuru",2071496
2017-05-01,"Nandi",857246
2017-05-01,"Narok",1093039
2017-05-01,"Nyamira",598572
2017-05-01,"Nyandarua",614515
2017-05-01,"Nyeri",743456
2017-05-01,"Samburu",293313
2017-05-01,"Siaya",957555
2017-05-01,"Taita Taveta",332410
2017-05-01,"Tana River",299974
2017-05-01,"Tharaka Nithi",384808
2017-05-01,"Trans Nzoia",953649
2017-05-01,"Turkana",879942
2017-05-01,"Uasin Gishu",1116896
2017-05-01,"Vihiga",580143
2017-05-01,"Wajir",740861
2017-05-01,"West Pokot",593357
2017-06-01,"Baringo",638401
2017-06-01,"Bomet",852033
2017-06-01,"Bungoma",1615896
2017-06-01,"Busia",859343
2017-06-01,"Elgeyo Marakwet",441485
2017-06-01,"Embu",596126
2017-06-01,"Garissa",800960
2017-06-01,"Homa Bay",1088901
2017-06-01,"Isiolo",255606
2017-06-01,"Kajiado",1064609
2017-06-01,"Kakamega",1801318
2017-06-01,"Kericho",877771
2017-06-01,"Kiambu",2324363
2017-06-01,"Kilifi",1398783
2017-06-01,"Kirinyaga",600321
2017-06-01,"Kisii",1242904
2017-06-01,"Kisumu",1116618
2017-06-01,"Kitui",1109082
2017-06-01,"Kwale",826219
2017-06-01,"Laikipia",498431
2017-06-01,"Lamu",136617
2017-06-01,"Machakos",1392791
2017-06-01,"Makueni",965849
2017-06-01,"Mandera",823442
2017-06-01,"Marsabit",438429
2017-06-01,"Meru",1507007
2017-06-01,"Migori",1063272
2017-06-01,"Mombasa",1156224
2017-06-01,"Murang'a",1034149
2017-06-01,"Nairobi",4251437
2017-06-01,"Nakuru",2071496
2017-06-01,"Nandi",857246
2017-06-01,"Narok",1093039
2017-06-01,"Nyamira",598572
2017-06-01,"Nyandarua",614515
2017-06-01,"Nyeri",743456
2017-06-01,"Samburu",293313
2017-06-01,"Siaya",957555
2017-06-01,"Taita Taveta",332410
2017-06-01,"Tana River",299974
2017-06-01,"Tharaka Nithi",384808
2017-06-01,"Trans Nzoia",953649
2017-06-01,"Turkana",879942
2017-06-01,"Uasin Gishu",1116896
2017-06-01,"Vihiga",580143
2017-06-01,"Wajir",740861
2017-06-01,"West Pokot",593357
2017-07-01,"Baringo",638401
2017-07-01,"Bomet",852033
2017-07-01,"Bungoma",1615896
2017-07-01,"Busia",859343
2017-07-01,"Elgeyo Marakwet",441485
2017-07-01,"Embu",596126
2017-07-01,"Garissa",800960
2017-07-01,"Homa Bay",1088901
2017-07-01,"Isiolo",255606
2017-07-01,"Kajiado",1064609
2017-07-01,"Kakamega",1801318
2017-07-01,"Kericho",877771
2017-07-01,"Kiambu",2324363
2017-07-01,"Kilifi",1398783
2017-07-01,"Kirinyaga",600321
2017-07-01,"Kisii",1242904
2017-07-01,"Kisumu",1116618
2017-07-01,"Kitui",1109082
2017-07-01,"Kwale",826219
2017-07-01,"Laikipia",498431
2017-07-01,"Lamu",136617
2017-07-01,"Machakos",1392791
2017-07-01,"Makueni",965849
2017-07-01,"Mandera",823442
2017-07-01,"Marsabit",438429
2017-07-01,"Meru",1507007
2017-07-01,"Migori",1063272
2017-07-01,"Mombasa",1156224
2017-07-01,"Murang'a",1034149
2017-07-01,"Nairobi",4251437
2017-07-01,"Nakuru",2071496
2017-07-01,"Nandi",857246
2017-07-01,"Narok",1093039
2017-07-01,"Nyamira",598572
2017-07-01,"Nyandarua",614515
2017-07-01,"Nyeri",743456
2017-07-01,"Samburu",293313
2017-07-01,"Siaya",957555
2017-07-01,"Taita Taveta",332410
2017-07-01,"Tana River",299974
2017-07-01,"Tharaka Nithi",384808
2017-07-01,"Trans Nzoia",953649
2017-07-01,"Turkana",879942
2017-07-01,"Uasin Gishu",1116896
2017-07-01,"Vihiga",580143
2017-07-01,"Wajir",740861
2017-07-01,"West Pokot",593357
2017-08-01,"Baringo",638401
2017-08-01,"Bomet",852033
2017-08-01,"Bungoma",1615896
2017-08-01,"Busia",859343
2017-08-01,"Elgeyo Marakwet",441485
2017-08-01,"Embu",596126
2017-08-01,"Garissa",800960
2017-08-01,"Homa Bay",1088901
2017-08-01,"Isiolo",255606
2017-08-01,"Kajiado",1064609
2017-08-01,"Kakamega",1801318
2017-08-01,"Kericho",877771
2017-08-01,"Kiambu",2324363
2017-08-01,"Kilifi",1398783
2017-08-01,"Kirinyaga",600321
2017-08-01,"Kisii",1242904
2017-08-01,"Kisumu",1116618
2017-08-01,"Kitui",1109082
2017-08-01,"Kwale",826219
2017-08-01,"Laikipia",498431
2017-08-01,"Machakos",1392791
2017-08-01,"Makueni",965849
2017-08-01,"Mandera",823442
2017-08-01,"Marsabit",438429
2017-08-01,"Meru",1507007
2017-08-01,"Migori",1063272
2017-08-01,"Mombasa",1156224
2017-08-01,"Murang'a",1034149
2017-08-01,"Nairobi",4251437
2017-08-01,"Nakuru",2071496
2017-08-01,"Nandi",857246
2017-08-01,"Narok",1093039
2017-08-01,"Nyamira",598572
2017-08-01,"Nyandarua",614515
2017-08-01,"Nyeri",743456
2017-08-01,"Samburu",293313
2017-08-01,"Siaya",957555
2017-08-01,"Taita Taveta",332410
2017-08-01,"Tana River",299974
2017-08-01,"Tharaka Nithi",384808
2017-08-01,"Trans Nzoia",953649
2017-08-01,"Turkana",879942
2017-08-01,"Uasin Gishu",1116896
2017-08-01,"Vihiga",580143
2017-08-01,"Wajir",740861
2017-08-01,"West Pokot",593357
2017-09-01,"Baringo",638401
2017-09-01,"Bomet",852033
2017-09-01,"Bungoma",1615896
2017-09-01,"Busia",859343
2017-09-01,"Elgeyo Marakwet",441485
2017-09-01,"Embu",596126
2017-09-01,"Garissa",800960
2017-09-01,"Homa Bay",1088901
2017-09-01,"Isiolo",255606
2017-09-01,"Kajiado",1064609
2017-09-01,"Kakamega",1801318
2017-09-01,"Kericho",877771
2017-09-01,"Kiambu",2324363
2017-09-01,"Kilifi",1398783
2017-09-01,"Kirinyaga",600321
2017-09-01,"Kisii",1242904
2017-09-01,"Kisumu",1116618
2017-09-01,"Kitui",1109082
2017-09-01,"Kwale",826219
2017-09-01,"Laikipia",498431
2017-09-01,"Lamu",136617
2017-09-01,"Machakos",1392791
2017-09-01,"Makueni",965849
2017-09-01,"Mandera",823442
2017-09-01,"Marsabit",438429
2017-09-01,"Meru",1507007
2017-09-01,"Migori",1063272
2017-09-01,"Mombasa",1156224
2017-09-01,"Murang'a",1034149
2017-09-01,"Nairobi",4251437
2017-09-01,"Nakuru",2071496
2017-09-01,"Nandi",857246
2017-09-01,"Narok",1093039
2017-09-01,"Nyamira",598572
2017-09-01,"Nyandarua",614515
2017-09-01,"Nyeri",743456
2017-09-01,"Samburu",293313
2017-09-01,"Siaya",957555
2017-09-01,"Taita Taveta",332410
2017-09-01,"Tana River",299974
2017-09-01,"Tharaka Nithi",384808
2017-09-01,"Trans Nzoia",953649
2017-09-01,"Turkana",879942
2017-09-01,"Uasin Gishu",1116896
2017-09-01,"Vihiga",580143
2017-09-01,"Wajir",740861
2017-09-01,"West Pokot",593357
2017-10-01,"Baringo",638401
2017-10-01,"Bomet",852033
2017-10-01,"Bungoma",1615896
2017-10-01,"Busia",859343
2017-10-01,"Elgeyo Marakwet",441485
2017-10-01,"Embu",596126
2017-10-01,"Garissa",800960
2017-10-01,"Homa Bay",1088901
2017-10-01,"Isiolo",255606
2017-10-01,"Kajiado",1064609
2017-10-01,"Kakamega",1801318
2017-10-01,"Kericho",877771
2017-10-01,"Kiambu",2324363
2017-10-01,"Kilifi",1398783
2017-10-01,"Kirinyaga",600321
2017-10-01,"Kisii",1242904
2017-10-01,"Kisumu",1116618
2017-10-01,"Kitui",1109082
2017-10-01,"Kwale",826219
2017-10-01,"Laikipia",498431
2017-10-01,"Machakos",1392791
2017-10-01,"Makueni",965849
2017-10-01,"Mandera",823442
2017-10-01,"Marsabit",438429
2017-10-01,"Meru",1507007
2017-10-01,"Migori",1063272
2017-10-01,"Mombasa",1156224
2017-10-01,"Murang'a",1034149
2017-10-01,"Nairobi",4251437
2017-10-01,"Nakuru",2071496
2017-10-01,"Nandi",857246
2017-10-01,"Narok",1093039
2017-10-01,"Nyamira",598572
2017-10-01,"Nyandarua",614515
2017-10-01,"Nyeri",743456
2017-10-01,"Samburu",293313
2017-10-01,"Siaya",957555
2017-10-01,"Taita Taveta",332410
2017-10-01,"Tana River",299974
2017-10-01,"Tharaka Nithi",384808
2017-10-01,"Trans Nzoia",953649
2017-10-01,"Turkana",879942
2017-10-01,"Uasin Gishu",1116896
2017-10-01,"Vihiga",580143
2017-10-01,"Wajir",740861
2017-10-01,"West Pokot",593357
2017-11-01,"Baringo",638401
2017-11-01,"Bomet",852033
2017-11-01,"Bungoma",1615896
2017-11-01,"Busia",859343
2017-11-01,"Elgeyo Marakwet",441485
2017-11-01,"Embu",596126
2017-11-01,"Garissa",800960
2017-11-01,"Homa Bay",1088901
2017-11-01,"Isiolo",255606
2017-11-01,"Kajiado",1064609
2017-11-01,"Kakamega",1801318
2017-11-01,"Kericho",877771
2017-11-01,"Kiambu",2324363
2017-11-01,"Kilifi",1398783
2017-11-01,"Kirinyaga",600321
2017-11-01,"Kisii",1242904
2017-11-01,"Kisumu",1116618
2017-11-01,"Kitui",1109082
2017-11-01,"Kwale",826219
2017-11-01,"Laikipia",498431
2017-11-01,"Lamu",136617
2017-11-01,"Machakos",1392791
2017-11-01,"Makueni",965849
2017-11-01,"Mandera",823442
2017-11-01,"Marsabit",438429
2017-11-01,"Meru",1507007
2017-11-01,"Migori",1063272
2017-11-01,"Mombasa",1156224
2017-11-01,"Murang'a",1034149
2017-11-01,"Nairobi",4251437
2017-11-01,"Nakuru",2071496
2017-11-01,"Nandi",857246
2017-11-01,"Narok",1093039
2017-11-01,"Nyamira",598572
2017-11-01,"Nyandarua",614515
2017-11-01,"Nyeri",743456
2017-11-01,"Samburu",293313
2017-11-01,"Siaya",957555
2017-11-01,"Taita Taveta",332410
2017-11-01,"Tana River",299974
2017-11-01,"Tharaka Nithi",384808
2017-11-01,"Trans Nzoia",953649
2017-11-01,"Turkana",879942
2017-11-01,"Uasin Gishu",1116896
2017-11-01,"Vihiga",580143
2017-11-01,"Wajir",740861
2017-11-01,"West Pokot",593357
2017-12-01,"Baringo",638401
2017-12-01,"Bomet",852033
2017-12-01,"Bungoma",1615896
2017-12-01,"Busia",859343
2017-12-01,"Elgeyo Marakwet",441485
2017-12-01,"Embu",596126
2017-12-01,"Garissa",800960
2017-12-01,"Homa Bay",1088901
2017-12-01,"Isiolo",255606
2017-12-01,"Kajiado",1064609
2017-12-01,"Kakamega",1801318
2017-12-01,"Kericho",877771
2017-12-01,"Kiambu",2324363
2017-12-01,"Kilifi",1398783
2017-12-01,"Kirinyaga",600321
2017-12-01,"Kisii",1242904
2017-12-01,"Kisumu",1116618
2017-12-01,"Kitui",1109082
2017-12-01,"Kwale",826219
2017-12-01,"Laikipia",498431
2017-12-01,"Lamu",136617
2017-12-01,"Machakos",1392791
2017-12-01,"Makueni",965849
2017-12-01,"Mandera",823442
2017-12-01,"Marsabit",438429
2017-12-01,"Meru",1507007
2017-12-01,"Migori",1063272
2017-12-01,"Mombasa",1156224
2017-12-01,"Murang'a",1034149
2017-12-01,"Nairobi",4251437
2017-12-01,"Nakuru",2071496
2017-12-01,"Nandi",857246
2017-12-01,"Narok",1093039
2017-12-01,"Nyamira",598572
2017-12-01,"Nyandarua",614515
2017-12-01,"Nyeri",743456
2017-12-01,"Samburu",293313
2017-12-01,"Siaya",957555
2017-12-01,"Taita Taveta",332410
2017-12-01,"Tana River",299974
2017-12-01,"Tharaka Nithi",384808
2017-12-01,"Trans Nzoia",953649
2017-12-01,"Turkana",879942
2017-12-01,"Uasin Gishu",1116896
2017-12-01,"Vihiga",580143
2017-12-01,"Wajir",740861
2017-12-01,"West Pokot",593357
2018-01-01,"Baringo",652428
2018-01-01,"Bomet",863780
2018-01-01,"Bungoma",1643006
2018-01-01,"Busia",876344
2018-01-01,"Elgeyo Marakwet",447935
2018-01-01,"Embu",602330
2018-01-01,"Garissa",820908
2018-01-01,"Homa Bay",1110217
2018-01-01,"Isiolo",261731
2018-01-01,"Kajiado",1090900
2018-01-01,"Kakamega",1834149
2018-01-01,"Kericho",889693
2018-01-01,"Kiambu",2370589
2018-01-01,"Kilifi",1426020
2018-01-01,"Kirinyaga",605345
2018-01-01,"Kisii",1254825
2018-01-01,"Kisumu",1135929
2018-01-01,"Kitui",1122553
2018-01-01,"Kwale",846276
2018-01-01,"Laikipia",508396
2018-01-01,"Lamu",140221
2018-01-01,"Machakos",1407286
2018-01-01,"Makueni",976690
2018-01-01,"Mandera",845163
2018-01-01,"Marsabit",448980
2018-01-01,"Meru",1526238
2018-01-01,"Migori",1089530
2018-01-01,"Mombasa",1181991
2018-01-01,"Murang'a",1045334
2018-01-01,"Nairobi",4323642
2018-01-01,"Nakuru",2116363
2018-01-01,"Nandi",871362
2018-01-01,"Narok",1124989
2018-01-01,"Nyamira",602064
2018-01-01,"Nyandarua",626289
2018-01-01,"Nyeri",751269
2018-01-01,"Samburu",301700
2018-01-01,"Siaya",975206
2018-01-01,"Taita Taveta",336515
2018-01-01,"Tana River",307855
2018-01-01,"Tharaka Nithi",388970
2018-01-01,"Trans Nzoia",971822
2018-01-01,"Turkana",903153
2018-01-01,"Uasin Gishu",1139806
2018-01-01,"Vihiga",585057
2018-01-01,"Wajir",760794
2018-01-01,"West Pokot",607139
2018-02-01,"Baringo",652428
2018-02-01,"Bomet",863780
2018-02-01,"Bungoma",1643006
2018-02-01,"Busia",876344
2018-02-01,"Elgeyo Marakwet",447935
2018-02-01,"Embu",602330
2018-02-01,"Garissa",820908
2018-02-01,"Homa Bay",1110217
2018-02-01,"Isiolo",261731
2018-02-01,"Kajiado",1090900
2018-02-01,"Kakamega",1834149
2018-02-01,"Kericho",889693
2018-02-01,"Kiambu",2370589
2018-02-01,"Kilifi",1426020
2018-02-01,"Kirinyaga",605345
2018-02-01,"Kisii",1254825
2018-02-01,"Kisumu",1135929
2018-02-01,"Kitui",1122553
2018-02-01,"Kwale",846276
2018-02-01,"Laikipia",508396
2018-02-01,"Machakos",1407286
2018-02-01,"Makueni",976690
2018-02-01,"Mandera",845163
2018-02-01,"Marsabit",448980
2018-02-01,"Meru",1526238
2018-02-01,"Migori",1089530
2018-02-01,"Mombasa",1181991
2018-02-01,"Murang'a",1045334
2018-02-01,"Nairobi",4323642
2018-02-01,"Nakuru",2116363
2018-02-01,"Nandi",871362
2018-02-01,"Narok",1124989
2018-02-01,"Nyamira",602064
2018-02-01,"Nyandarua",626289
2018-02-01,"Nyeri",751269
2018-02-01,"Samburu",301700
2018-02-01,"Siaya",975206
2018-02-01,"Taita Taveta",336515
2018-02-01,"Tana River",307855
2018-02-01,"Tharaka Nithi",388970
2018-02-01,"Trans Nzoia",971822
2018-02-01,"Turkana",903153
2018-02-01,"Uasin Gishu",1139806
2018-02-01,"Vihiga",585057
2018-02-01,"Wajir",760794
2018-02-01,"West Pokot",607139
2018-03-01,"Baringo",652428
2018-03-01,"Bomet",863780
2018-03-01,"Bungoma",1643006
2018-03-01,"Busia",876344
2018-03-01,"Elgeyo Marakwet",447935
2018-03-01,"Embu",602330
2018-03-01,"Garissa",820908
2018-03-01,"Homa Bay",1110217
2018-03-01,"Isiolo",261731
2018-03-01,"Kajiado",1090900
2018-03-01,"Kakamega",1834149
2018-03-01,"Kericho",889693
2018-03-01,"Kiambu",2370589
2018-03-01,"Kilifi",1426020
2018-03-01,"Kirinyaga",605345
2018-03-01,"Kisii",1254825
2018-03-01,"Kisumu",1135929
2018-03-01,"Kitui",1122553
2018-03-01,"Kwale",846276
2018-03-01,"Laikipia",508396
2018-03-01,"Machakos",1407286
2018-03-01,"Makueni",976690
2018-03-01,"Mandera",845163
2018-03-01,"Marsabit",448980
2018-03-01,"Meru",1526238
2018-03-01,"Migori",1089530
2018-03-01,"Mombasa",1181991
2018-03-01,"Murang'a",1045334
2018-03-01,"Nairobi",4323642
2018-03-01,"Nakuru",2116363
2018-03-01,"Nandi",871362
2018-03-01,"Narok",1124989
2018-03-01,"Nyamira",602064
2018-03-01,"Nyandarua",626289
2018-03-01,"Nyeri",751269
2018-03-01,"Samburu",301700
2018-03-01,"Siaya",975206
2018-03-01,"Taita Taveta",336515
2018-03-01,"Tana River",307855
2018-03-01,"Tharaka Nithi",388970
2018-03-01,"Trans Nzoia",971822
2018-03-01,"Turkana",903153
2018-03-01,"Uasin Gishu",1139806
2018-03-01,"Vihiga",585057
2018-03-01,"Wajir",760794
2018-03-01,"West Pokot",607139
2018-04-01,"Baringo",652428
2018-04-01,"Bomet",863780
2018-04-01,"Bungoma",1643006
2018-04-01,"Busia",876344
2018-04-01,"Elgeyo Marakwet",447935
2018-04-01,"Embu",602330
2018-04-01,"Garissa",820908
2018-04-01,"Homa Bay",1110217
2018-04-01,"Isiolo",261731
2018-04-01,"Kajiado",1090900
2018-04-01,"Kakamega",1834149
2018-04-01,"Kericho",889693
2018-04-01,"Kiambu",2370589
2018-04-01,"Kilifi",1426020
2018-04-01,"Kirinyaga",605345
2018-04-01,"Kisii",1254825
2018-04-01,"Kisumu",1135929
2018-04-01,"Kitui",1122553
2018-04-01,"Kwale",846276
2018-04-01,"Laikipia",508396
2018-04-01,"Lamu",140221
2018-04-01,"Machakos",1407286
2018-04-01,"Makueni",976690
2018-04-01,"Mandera",845163
2018-04-01,"Marsabit",448980
2018-04-01,"Meru",1526238
2018-04-01,"Migori",1089530
2018-04-01,"Mombasa",1181991
2018-04-01,"Murang'a",1045334
2018-04-01,"Nairobi",4323642
2018-04-01,"Nakuru",2116363
2018-04-01,"Nandi",871362
2018-04-01,"Narok",1124989
2018-04-01,"Nyamira",602064
2018-04-01,"Nyandarua",626289
2018-04-01,"Nyeri",751269
2018-04-01,"Samburu",301700
2018-04-01,"Siaya",975206
2018-04-01,"Taita Taveta",336515
2018-04-01,"Tana River",307855
2018-04-01,"Tharaka Nithi",388970
2018-04-01,"Trans Nzoia",971822
2018-04-01,"Turkana",903153
2018-04-01,"Uasin Gishu",1139806
2018-04-01,"Vihiga",585057
2018-04-01,"Wajir",760794
2018-04-01,"West Pokot",607139
2018-05-01,"Baringo",652428
2018-05-01,"Bomet",863780
2018-05-01,"Bungoma",1643006
2018-05-01,"Busia",876344
2018-05-01,"Elgeyo Marakwet",447935
2018-05-01,"Embu",602330
2018-05-01,"Garissa",820908
2018-05-01,"Homa Bay",1110217
2018-05-01,"Isiolo",261731
2018-05-01,"Kajiado",1090900
2018-05-01,"Kakamega",1834149
2018-05-01,"Kericho",889693
2018-05-01,"Kiambu",2370589
2018-05-01,"Kilifi",1426020
2018-05-01,"Kirinyaga",605345
2018-05-01,"Kisii",1254825
2018-05-01,"Kisumu",1135929
2018-05-01,"Kitui",1122553
2018-05-01,"Kwale",846276
2018-05-01,"Laikipia",508396
2018-05-01,"Machakos",1407286
2018-05-01,"Makueni",976690
2018-05-01,"Mandera",845163
2018-05-01,"Marsabit",448980
2018-05-01,"Meru",1526238
2018-05-01,"Migori",1089530
2018-05-01,"Mombasa",1181991
2018-05-01,"Murang'a",1045334
2018-05-01,"Nairobi",4323642
2018-05-01,"Nakuru",2116363
2018-05-01,"Nandi",871362
2018-05-01,"Narok",1124989
2018-05-01,"Nyamira",602064
2018-05-01,"Nyandarua",626289
2018-05-01,"Nyeri",751269
