"date","county","pop"
2021-04-01,"Kisumu",1207000
2021-04-01,"Kitui",1201000
2021-04-01,"Kwale",901000
2021-04-01,"Laikipia",539000
2021-04-01,"Lamu",159000
2021-04-01,"Machakos",1457000
2021-04-01,"Makueni",1019000
2021-04-01,"Mandera",911000
2021-04-01,"Marsabit",491000
2021-04-01,"Meru",1586000
2021-04-01,"Migori",1176000
2021-04-01,"Mombasa",1256000
2021-04-01,"Murang'a",1088000
2021-04-01,"Nairobi",4594000
2021-04-01,"Nakuru",2251000
2021-04-01,"Nandi",921000
2021-04-01,"Narok",1213000
2021-04-01,"Nyamira",650000
2021-04-01,"Nyandarua",670000
2021-04-01,"Nyeri",818000
2021-04-01,"Samburu",330000
2021-04-01,"Siaya",1022000
2021-04-01,"Taita Taveta",355000
2021-04-01,"Tana River",335000
2021-04-01,"Tharaka Nithi",408000
2021-04-01,"Trans Nzoia",1030000
2021-04-01,"Turkana",972000
2021-04-01,"Uasin Gishu",1208000
2021-04-01,"Vihiga",615000
2021-04-01,"Wajir",826000
2021-04-01,"West Pokot",646000
2021-05-01,"Baringo",702000
2021-05-01,"Bomet",914000
2021-05-01,"Bungoma",1729000
2021-05-01,"Busia",932000
2021-05-01,"Elgeyo Marakwet",481000
2021-05-01,"Embu",635000
2021-05-01,"Garissa",883000
2021-05-01,"Homa Bay",1185000
2021-05-01,"Isiolo",301000
2021-05-01,"Kajiado",1209000
2021-05-01,"Kakamega",1932000
2021-05-01,"Kericho",930000
2021-05-01,"Kiambu",2552000
2021-05-01,"Kilifi",1518000
2021-05-01,"Kirinyaga",642000
2021-05-01,"Kisii",1319000
2021-05-01,"Kisumu",1207000
2021-05-01,"Kitui",1201000
2021-05-01,"Kwale",901000
2021-05-01,"Laikipia",539000
2021-05-01,"Lamu",159000
2021-05-01,"Machakos",1457000
2021-05-01,"Makueni",1019000
2021-05-01,"Mandera",911000
2021-05-01,"Marsabit",491000
2021-05-01,"Meru",1586000
2021-05-01,"Migori",1176000
2021-05-01,"Mombasa",1256000
2021-05-01,"Murang'a",1088000
2021-05-01,"Nairobi",4594000
2021-05-01,"Nakuru",2251000
2021-05-01,"Nandi",921000
2021-05-01,"Narok",1213000
2021-05-01,"Nyamira",650000
2021-05-01,"Nyandarua",670000
2021-05-01,"Nyeri",818000
2021-05-01,"Samburu",330000
2021-05-01,"Siaya",1022000
2021-05-01,"Taita Taveta",355000
2021-05-01,"Tana River",335000
2021-05-01,"Tharaka Nithi",408000
2021-05-01,"Trans Nzoia",1030000
2021-05-01,"Turkana",972000
2021-05-01,"Uasin Gishu",1208000
2021-05-01,"Vihiga",615000
2021-05-01,"Wajir",826000
2021-05-01,"West Pokot",646000
2021-06-01,"Baringo",702000
2021-06-01,"Bomet",914000
2021-06-01,"Bungoma",1729000
2021-06-01,"Busia",932000
2021-06-01,"Elgeyo Marakwet",481000
2021-06-01,"Embu",635000
2021-06-01,"Garissa",883000
2021-06-01,"Homa Bay",1185000
2021-06-01,"Isiolo",301000
2021-06-01,"Kajiado",1209000
2021-06-01,"Kakamega",1932000
2021-06-01,"Kericho",930000
2021-06-01,"Kiambu",2552000
2021-06-01,"Kilifi",1518000
2021-06-01,"Kirinyaga",642000
2021-06-01,"Kisii",1319000
2021-06-01,"Kisumu",1207000
2021-06-01,"Kitui",1201000
2021-06-01,"Kwale",901000
2021-06-01,"Laikipia",539000
2021-06-01,"Lamu",159000
2021-06-01,"Machakos",1457000
2021-06-01,"Makueni",1019000
2021-06-01,"Mandera",911000
2021-06-01,"Marsabit",491000
2021-06-01,"Meru",1586000
2021-06-01,"Migori",1176000
2021-06-01,"Mombasa",1256000
2021-06-01,"Murang'a",1088000
2021-06-01,"Nairobi",4594000
2021-06-01,"Nakuru",2251000
2021-06-01,"Nandi",921000
2021-06-01,"Narok",1213000
2021-06-01,"Nyamira",650000
2021-06-01,"Nyandarua",670000
2021-06-01,"Nyeri",818000
2021-06-01,"Samburu",330000
2021-06-01,"Siaya",1022000
2021-06-01,"Taita Taveta",355000
2021-06-01,"Tana River",335000
2021-06-01,"Tharaka Nithi",408000
2021-06-01,"Trans Nzoia",1030000
2021-06-01,"Turkana",972000
2021-06-01,"Uasin Gishu",1208000
2021-06-01,"Vihiga",615000
2021-06-01,"Wajir",826000
2021-06-01,"West Pokot",646000
2021-07-01,"Baringo",702000
2021-07-01,"Bomet",914000
2021-07-01,"Bungoma",1729000
2021-07-01,"Busia",932000
2021-07-01,"Elgeyo Marakwet",481000
2021-07-01,"Embu",635000
2021-07-01,"Garissa",883000
2021-07-01,"Homa Bay",1185000
2021-07-01,"Isiolo",301000
2021-07-01,"Kajiado",1209000
2021-07-01,"Kakamega",1932000
2021-07-01,"Kericho",930000
2021-07-01,"Kiambu",2552000
2021-07-01,"Kilifi",1518000
2021-07-01,"Kirinyaga",642000
2021-07-01,"Kisii",1319000
2021-07-01,"Kisumu",1207000
2021-07-01,"Kitui",1201000
2021-07-01,"Kwale",901000
2021-07-01,"Laikipia",539000
2021-07-01,"Lamu",159000
2021-07-01,"Machakos",1457000
2021-07-01,"Makueni",1019000
2021-07-01,"Mandera",911000
2021-07-01,"Marsabit",491000
2021-07-01,"Meru",1586000
2021-07-01,"Migori",1176000
2021-07-01,"Mombasa",1256000
2021-07-01,"Murang'a",1088000
2021-07-01,"Nairobi",4594000
2021-07-01,"Nakuru",2251000
2021-07-01,"Nandi",921000
2021-07-01,"Narok",1213000
2021-07-01,"Nyamira",650000
2021-07-01,"Nyandarua",670000
2021-07-01,"Nyeri",818000
2021-07-01,"Samburu",330000
2021-07-01,"Siaya",1022000
2021-07-01,"Taita Taveta",355000
2021-07-01,"Tana River",335000
2021-07-01,"Tharaka Nithi",408000
2021-07-01,"Trans Nzoia",1030000
2021-07-01,"Turkana",972000
2021-07-01,"Uasin Gishu",1208000
2021-07-01,"Vihiga",615000
2021-07-01,"Wajir",826000
2021-07-01,"West Pokot",646000
2021-08-01,"Baringo",702000
2021-08-01,"Bomet",914000
2021-08-01,"Bungoma",1729000
2021-08-01,"Busia",932000
2021-08-01,"Elgeyo Marakwet",481000
2021-08-01,"Embu",635000
2021-08-01,"Garissa",883000
2021-08-01,"Homa Bay",1185000
2021-08-01,"Isiolo",301000
2021-08-01,"Kajiado",1209000
2021-08-01,"Kakamega",1932000
2021-08-01,"Kericho",930000
2021-08-01,"Kiambu",2552000
2021-08-01,"Kilifi",1518000
2021-08-01,"Kirinyaga",642000
2021-08-01,"Kisii",1319000
2021-08-01,"Kisumu",1207000
2021-08-01,"Kitui",1201000
2021-08-01,"Kwale",901000
2021-08-01,"Laikipia",539000
2021-08-01,"Lamu",159000
2021-08-01,"Machakos",1457000
2021-08-01,"Makueni",1019000
2021-08-01,"Mandera",911000
2021-08-01,"Marsabit",491000
2021-08-01,"Meru",1586000
2021-08-01,"Migori",1176000
2021-08-01,"Mombasa",1256000
2021-08-01,"Murang'a",1088000
2021-08-01,"Nairobi",4594000
2021-08-01,"Nakuru",2251000
2021-08-01,"Nandi",921000
2021-08-01,"Narok",1213000
2021-08-01,"Nyamira",650000
2021-08-01,"Nyandarua",670000
2021-08-01,"Nyeri",818000
2021-08-01,"Samburu",330000
2021-08-01,"Siaya",1022000
2021-08-01,"Taita Taveta",355000
2021-08-01,"Tana River",335000
2021-08-01,"Tharaka Nithi",408000
2021-08-01,"Trans Nzoia",1030000
2021-08-01,"Turkana",972000
2021-08-01,"Uasin Gishu",1208000
2021-08-01,"Vihiga",615000
2021-08-01,"Wajir",826000
2021-08-01,"West Pokot",646000
2021-09-01,"Baringo",702000
2021-09-01,"Bomet",914000
2021-09-01,"Bungoma",1729000
2021-09-01,"Busia",932000
2021-09-01,"Elgeyo Marakwet",481000
2021-09-01,"Embu",635000
2021-09-01,"Garissa",883000
2021-09-01,"Homa Bay",1185000
2021-09-01,"Isiolo",301000
2021-09-01,"Kajiado",1209000
2021-09-01,"Kakamega",1932000
2021-09-01,"Kericho",930000
2021-09-01,"Kiambu",2552000
2021-09-01,"Kilifi",1518000
2021-09-01,"Kirinyaga",642000
2021-09-01,"Kisii",1319000
2021-09-01,"Kisumu",1207000
2021-09-01,"Kitui",1201000
2021-09-01,"Kwale",901000
2021-09-01,"Laikipia",539000
2021-09-01,"Lamu",159000
2021-09-01,"Machakos",1457000
2021-09-01,"Makueni",1019000
2021-09-01,"Mandera",911000
2021-09-01,"Marsabit",491000
2021-09-01,"Meru",1586000
2021-09-01,"Migori",1176000
2021-09-01,"Mombasa",1256000
2021-09-01,"Murang'a",1088000
2021-09-01,"Nairobi",4594000
2021-09-01,"Nakuru",2251000
2021-09-01,"Nandi",921000
2021-09-01,"Narok",1213000
2021-09-01,"Nyamira",650000
2021-09-01,"Nyandarua",670000
2021-09-01,"Nyeri",818000
2021-09-01,"Samburu",330000
2021-09-01,"Siaya",1022000
2021-09-01,"Taita Taveta",355000
2021-09-01,"Tana River",335000
2021-09-01,"Tharaka Nithi",408000
2021-09-01,"Trans Nzoia",1030000
2021-09-01,"Turkana",972000
2021-09-01,"Uasin Gishu",1208000
2021-09-01,"Vihiga",615000
2021-09-01,"Wajir",826000
2021-09-01,"West Pokot",646000
2021-10-01,"Baringo",702000
2021-10-01,"Bomet",914000
2021-10-01,"Bungoma",1729000
2021-10-01,"Busia",932000
2021-10-01,"Elgeyo Marakwet",481000
2021-10-01,"Embu",635000
2021-10-01,"Garissa",883000
2021-10-01,"Homa Bay",1185000
2021-10-01,"Isiolo",301000
2021-10-01,"Kajiado",1209000
2021-10-01,"Kakamega",1932000
2021-10-01,"Kericho",930000
2021-10-01,"Kiambu",2552000
2021-10-01,"Kilifi",1518000
2021-10-01,"Kirinyaga",642000
2021-10-01,"Kisii",1319000
2021-10-01,"Kisumu",1207000
2021-10-01,"Kitui",1201000
2021-10-01,"Kwale",901000
2021-10-01,"Laikipia",539000
2021-10-01,"Lamu",159000
2021-10-01,"Machakos",1457000
2021-10-01,"Makueni",1019000
2021-10-01,"Mandera",911000
2021-10-01,"Marsabit",491000
2021-10-01,"Meru",1586000
2021-10-01,"Migori",1176000
2021-10-01,"Mombasa",1256000
2021-10-01,"Murang'a",1088000
2021-10-01,"Nairobi",4594000
2021-10-01,"Nakuru",2251000
2021-10-01,"Nandi",921000
2021-10-01,"Narok",1213000
2021-10-01,"Nyamira",650000
2021-10-01,"Nyandarua",670000
2021-10-01,"Nyeri",818000
2021-10-01,"Samburu",330000
2021-10-01,"Siaya",1022000
2021-10-01,"Taita Taveta",355000
2021-10-01,"Tana River",335000
2021-10-01,"Tharaka Nithi",408000
2021-10-01,"Trans Nzoia",1030000
2021-10-01,"Turkana",972000
2021-10-01,"Uasin Gishu",1208000
2021-10-01,"Vihiga",615000
2021-10-01,"Wajir",826000
2021-10-01,"West Pokot",646000
2021-11-01,"Baringo",702000
2021-11-01,"Bomet",914000
2021-11-01,"Bungoma",1729000
2021-11-01,"Busia",932000
2021-11-01,"Elgeyo Marakwet",481000
2021-11-01,"Embu",635000
2021-11-01,"Garissa",883000
2021-11-01,"Homa Bay",1185000
2021-11-01,"Isiolo",301000
2021-11-01,"Kajiado",1209000
2021-11-01,"Kakamega",1932000
2021-11-01,"Kericho",930000
2021-11-01,"Kiambu",2552000
2021-11-01,"Kilifi",1518000
2021-11-01,"Kirinyaga",642000
2021-11-01,"Kisii",1319000
2021-11-01,"Kisumu",1207000
2021-11-01,"Kitui",1201000
2021-11-01,"Kwale",901000
2021-11-01,"Laikipia",539000
2021-11-01,"Lamu",159000
2021-11-01,"Machakos",1457000
2021-11-01,"Makueni",1019000
2021-11-01,"Mandera",911000
2021-11-01,"Marsabit",491000
2021-11-01,"Meru",1586000
2021-11-01,"Migori",1176000
2021-11-01,"Mombasa",1256000
2021-11-01,"Murang'a",1088000
2021-11-01,"Nairobi",4594000
2021-11-01,"Nakuru",2251000
2021-11-01,"Nandi",921000
2021-11-01,"Narok",1213000
2021-11-01,"Nyamira",650000
2021-11-01,"Nyandarua",670000
2021-11-01,"Nyeri",818000
2021-11-01,"Samburu",330000
2021-11-01,"Siaya",1022000
2021-11-01,"Taita Taveta",355000
2021-11-01,"Tana River",335000
2021-11-01,"Tharaka Nithi",408000
2021-11-01,"Trans Nzoia",1030000
2021-11-01,"Turkana",972000
2021-11-01,"Uasin Gishu",1208000
2021-11-01,"Vihiga",615000
2021-11-01,"Wajir",826000
2021-11-01,"West Pokot",646000
2021-12-01,"Baringo",702000
2021-12-01,"Bomet",914000
2021-12-01,"Bungoma",1729000
2021-12-01,"Busia",932000
2021-12-01,"Elgeyo Marakwet",481000
2021-12-01,"Embu",635000
2021-12-01,"Garissa",883000
2021-12-01,"Homa Bay",1185000
2021-12-01,"Isiolo",301000
2021-12-01,"Kajiado",1209000
2021-12-01,"Kakamega",1932000
2021-12-01,"Kericho",930000
2021-12-01,"Kiambu",2552000
2021-12-01,"Kilifi",1518000
2021-12-01,"Kirinyaga",642000
2021-12-01,"Kisii",1319000
2021-12-01,"Kisumu",1207000
2021-12-01,"Kitui",1201000
2021-12-01,"Kwale",901000
2021-12-01,"Laikipia",539000
2021-12-01,"Lamu",159000
2021-12-01,"Machakos",1457000
2021-12-01,"Makueni",1019000
2021-12-01,"Mandera",911000
2021-12-01,"Marsabit",491000
2021-12-01,"Meru",1586000
2021-12-01,"Migori",1176000
2021-12-01,"Mombasa",1256000
2021-12-01,"Murang'a",1088000
2021-12-01,"Nairobi",4594000
2021-12-01,"Nakuru",2251000
2021-12-01,"Nandi",921000
2021-12-01,"Narok",1213000
2021-12-01,"Nyamira",650000
2021-12-01,"Nyandarua",670000
2021-12-01,"Nyeri",818000
2021-12-01,"Samburu",330000
2021-12-01,"Siaya",1022000
2021-12-01,"Taita Taveta",355000
2021-12-01,"Tana River",335000
2021-12-01,"Tharaka Nithi",408000
2021-12-01,"Trans Nzoia",1030000
2021-12-01,"Turkana",972000
2021-12-01,"Uasin Gishu",1208000
2021-12-01,"Vihiga",615000
2021-12-01,"Wajir",826000
2021-12-01,"West Pokot",646000
