periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,rabies
201506,Jun-15,201506,,Y52XNJ50hYb,Meru County,KE_County_12,,
201506,Jun-15,201506,,fVra3Pwta0Q,Migori County,KE_County_44,,
201506,Jun-15,201506,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201506,Jun-15,201506,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201506,Jun-15,201506,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201506,Jun-15,201506,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201506,Jun-15,201506,,t0J75eHKxz5,Nandi County,KE_County_29,,
201506,Jun-15,201506,,kqJ83J2D72s,Narok County,KE_County_33,,
201506,Jun-15,201506,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201506,Jun-15,201506,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201506,Jun-15,201506,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201506,Jun-15,201506,,o36zCRjSd4G,Samburu County,KE_County_25,,
201506,Jun-15,201506,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201506,Jun-15,201506,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201506,Jun-15,201506,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201506,Jun-15,201506,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201506,Jun-15,201506,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201506,Jun-15,201506,,kphDeKClFch,Turkana County,KE_County_23,,
201506,Jun-15,201506,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201506,Jun-15,201506,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201506,Jun-15,201506,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201506,Jun-15,201506,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201507,Jul-15,201507,,vvOK1BxTbet,Baringo County,KE_County_30,,
201507,Jul-15,201507,,HMNARUV2CW4,Bomet County,KE_County_36,,
201507,Jul-15,201507,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201507,Jul-15,201507,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201507,Jul-15,201507,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201507,Jul-15,201507,,PFu8alU2KWG,Embu County,KE_County_14,,
201507,Jul-15,201507,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201507,Jul-15,201507,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201507,Jul-15,201507,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201507,Jul-15,201507,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201507,Jul-15,201507,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201507,Jul-15,201507,,ihZsJ8alvtb,Kericho County,KE_County_35,,5
201507,Jul-15,201507,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201507,Jul-15,201507,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201507,Jul-15,201507,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201507,Jul-15,201507,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201507,Jul-15,201507,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201507,Jul-15,201507,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201507,Jul-15,201507,,N7YETT3A9r1,Kwale County,KE_County_2,,
201507,Jul-15,201507,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201507,Jul-15,201507,,NjWSbQTwys4,Lamu County,KE_County_5,,
201507,Jul-15,201507,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201507,Jul-15,201507,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201507,Jul-15,201507,,R6f9znhg37c,Mandera County,KE_County_9,,
201507,Jul-15,201507,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201507,Jul-15,201507,,Y52XNJ50hYb,Meru County,KE_County_12,,
201507,Jul-15,201507,,fVra3Pwta0Q,Migori County,KE_County_44,,
201507,Jul-15,201507,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201507,Jul-15,201507,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201507,Jul-15,201507,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201507,Jul-15,201507,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201507,Jul-15,201507,,t0J75eHKxz5,Nandi County,KE_County_29,,
201507,Jul-15,201507,,kqJ83J2D72s,Narok County,KE_County_33,,
201507,Jul-15,201507,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201507,Jul-15,201507,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201507,Jul-15,201507,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201507,Jul-15,201507,,o36zCRjSd4G,Samburu County,KE_County_25,,
201507,Jul-15,201507,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201507,Jul-15,201507,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201507,Jul-15,201507,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201507,Jul-15,201507,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201507,Jul-15,201507,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201507,Jul-15,201507,,kphDeKClFch,Turkana County,KE_County_23,,1
201507,Jul-15,201507,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201507,Jul-15,201507,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201507,Jul-15,201507,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201507,Jul-15,201507,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201508,Aug-15,201508,,vvOK1BxTbet,Baringo County,KE_County_30,,
201508,Aug-15,201508,,HMNARUV2CW4,Bomet County,KE_County_36,,
201508,Aug-15,201508,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201508,Aug-15,201508,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201508,Aug-15,201508,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201508,Aug-15,201508,,PFu8alU2KWG,Embu County,KE_County_14,,
201508,Aug-15,201508,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201508,Aug-15,201508,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201508,Aug-15,201508,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201508,Aug-15,201508,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201508,Aug-15,201508,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201508,Aug-15,201508,,ihZsJ8alvtb,Kericho County,KE_County_35,,5
201508,Aug-15,201508,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201508,Aug-15,201508,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201508,Aug-15,201508,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201508,Aug-15,201508,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201508,Aug-15,201508,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201508,Aug-15,201508,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201508,Aug-15,201508,,N7YETT3A9r1,Kwale County,KE_County_2,,
201508,Aug-15,201508,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201508,Aug-15,201508,,NjWSbQTwys4,Lamu County,KE_County_5,,
201508,Aug-15,201508,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201508,Aug-15,201508,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201508,Aug-15,201508,,R6f9znhg37c,Mandera County,KE_County_9,,
201508,Aug-15,201508,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201508,Aug-15,201508,,Y52XNJ50hYb,Meru County,KE_County_12,,
201508,Aug-15,201508,,fVra3Pwta0Q,Migori County,KE_County_44,,
201508,Aug-15,201508,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201508,Aug-15,201508,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201508,Aug-15,201508,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201508,Aug-15,201508,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201508,Aug-15,201508,,t0J75eHKxz5,Nandi County,KE_County_29,,
201508,Aug-15,201508,,kqJ83J2D72s,Narok County,KE_County_33,,
201508,Aug-15,201508,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201508,Aug-15,201508,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201508,Aug-15,201508,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201508,Aug-15,201508,,o36zCRjSd4G,Samburu County,KE_County_25,,
201508,Aug-15,201508,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201508,Aug-15,201508,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201508,Aug-15,201508,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201508,Aug-15,201508,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201508,Aug-15,201508,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201508,Aug-15,201508,,kphDeKClFch,Turkana County,KE_County_23,,
201508,Aug-15,201508,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201508,Aug-15,201508,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201508,Aug-15,201508,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201508,Aug-15,201508,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201509,Sep-15,201509,,vvOK1BxTbet,Baringo County,KE_County_30,,
201509,Sep-15,201509,,HMNARUV2CW4,Bomet County,KE_County_36,,
201509,Sep-15,201509,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201509,Sep-15,201509,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201509,Sep-15,201509,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201509,Sep-15,201509,,PFu8alU2KWG,Embu County,KE_County_14,,
201509,Sep-15,201509,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201509,Sep-15,201509,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201509,Sep-15,201509,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201509,Sep-15,201509,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201509,Sep-15,201509,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201509,Sep-15,201509,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201509,Sep-15,201509,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201509,Sep-15,201509,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201509,Sep-15,201509,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201509,Sep-15,201509,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201509,Sep-15,201509,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201509,Sep-15,201509,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201509,Sep-15,201509,,N7YETT3A9r1,Kwale County,KE_County_2,,
201509,Sep-15,201509,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201509,Sep-15,201509,,NjWSbQTwys4,Lamu County,KE_County_5,,
201509,Sep-15,201509,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201509,Sep-15,201509,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201509,Sep-15,201509,,R6f9znhg37c,Mandera County,KE_County_9,,
201509,Sep-15,201509,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201509,Sep-15,201509,,Y52XNJ50hYb,Meru County,KE_County_12,,
201509,Sep-15,201509,,fVra3Pwta0Q,Migori County,KE_County_44,,
201509,Sep-15,201509,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201509,Sep-15,201509,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201509,Sep-15,201509,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201509,Sep-15,201509,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201509,Sep-15,201509,,t0J75eHKxz5,Nandi County,KE_County_29,,
201509,Sep-15,201509,,kqJ83J2D72s,Narok County,KE_County_33,,
201509,Sep-15,201509,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201509,Sep-15,201509,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201509,Sep-15,201509,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201509,Sep-15,201509,,o36zCRjSd4G,Samburu County,KE_County_25,,
201509,Sep-15,201509,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201509,Sep-15,201509,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201509,Sep-15,201509,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201509,Sep-15,201509,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201509,Sep-15,201509,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201509,Sep-15,201509,,kphDeKClFch,Turkana County,KE_County_23,,
201509,Sep-15,201509,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1
201509,Sep-15,201509,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201509,Sep-15,201509,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201509,Sep-15,201509,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201510,Oct-15,201510,,vvOK1BxTbet,Baringo County,KE_County_30,,
201510,Oct-15,201510,,HMNARUV2CW4,Bomet County,KE_County_36,,
201510,Oct-15,201510,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201510,Oct-15,201510,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201510,Oct-15,201510,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201510,Oct-15,201510,,PFu8alU2KWG,Embu County,KE_County_14,,
201510,Oct-15,201510,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201510,Oct-15,201510,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201510,Oct-15,201510,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201510,Oct-15,201510,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201510,Oct-15,201510,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201510,Oct-15,201510,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201510,Oct-15,201510,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201510,Oct-15,201510,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201510,Oct-15,201510,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201510,Oct-15,201510,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201510,Oct-15,201510,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201510,Oct-15,201510,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201510,Oct-15,201510,,N7YETT3A9r1,Kwale County,KE_County_2,,
201510,Oct-15,201510,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201510,Oct-15,201510,,NjWSbQTwys4,Lamu County,KE_County_5,,
201510,Oct-15,201510,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201510,Oct-15,201510,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201510,Oct-15,201510,,R6f9znhg37c,Mandera County,KE_County_9,,
201510,Oct-15,201510,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201510,Oct-15,201510,,Y52XNJ50hYb,Meru County,KE_County_12,,
201510,Oct-15,201510,,fVra3Pwta0Q,Migori County,KE_County_44,,
201510,Oct-15,201510,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201510,Oct-15,201510,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201510,Oct-15,201510,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201510,Oct-15,201510,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201510,Oct-15,201510,,t0J75eHKxz5,Nandi County,KE_County_29,,
201510,Oct-15,201510,,kqJ83J2D72s,Narok County,KE_County_33,,
201510,Oct-15,201510,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201510,Oct-15,201510,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201510,Oct-15,201510,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201510,Oct-15,201510,,o36zCRjSd4G,Samburu County,KE_County_25,,
201510,Oct-15,201510,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201510,Oct-15,201510,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201510,Oct-15,201510,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201510,Oct-15,201510,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201510,Oct-15,201510,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201510,Oct-15,201510,,kphDeKClFch,Turkana County,KE_County_23,,
201510,Oct-15,201510,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4
201510,Oct-15,201510,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201510,Oct-15,201510,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201510,Oct-15,201510,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201511,Nov-15,201511,,vvOK1BxTbet,Baringo County,KE_County_30,,
201511,Nov-15,201511,,HMNARUV2CW4,Bomet County,KE_County_36,,
201511,Nov-15,201511,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201511,Nov-15,201511,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201511,Nov-15,201511,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201511,Nov-15,201511,,PFu8alU2KWG,Embu County,KE_County_14,,
201511,Nov-15,201511,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201511,Nov-15,201511,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201511,Nov-15,201511,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201511,Nov-15,201511,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201511,Nov-15,201511,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201511,Nov-15,201511,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201511,Nov-15,201511,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201511,Nov-15,201511,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201511,Nov-15,201511,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201511,Nov-15,201511,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201511,Nov-15,201511,,tAbBVBbueqD,Kisumu County,KE_County_42,,1
201511,Nov-15,201511,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201511,Nov-15,201511,,N7YETT3A9r1,Kwale County,KE_County_2,,
201511,Nov-15,201511,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201511,Nov-15,201511,,NjWSbQTwys4,Lamu County,KE_County_5,,
201511,Nov-15,201511,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201511,Nov-15,201511,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201511,Nov-15,201511,,R6f9znhg37c,Mandera County,KE_County_9,,
201511,Nov-15,201511,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201511,Nov-15,201511,,Y52XNJ50hYb,Meru County,KE_County_12,,
201511,Nov-15,201511,,fVra3Pwta0Q,Migori County,KE_County_44,,
201511,Nov-15,201511,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201511,Nov-15,201511,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201511,Nov-15,201511,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201511,Nov-15,201511,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201511,Nov-15,201511,,t0J75eHKxz5,Nandi County,KE_County_29,,
201511,Nov-15,201511,,kqJ83J2D72s,Narok County,KE_County_33,,3
201511,Nov-15,201511,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201511,Nov-15,201511,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201511,Nov-15,201511,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201511,Nov-15,201511,,o36zCRjSd4G,Samburu County,KE_County_25,,
201511,Nov-15,201511,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201511,Nov-15,201511,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201511,Nov-15,201511,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201511,Nov-15,201511,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201511,Nov-15,201511,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201511,Nov-15,201511,,kphDeKClFch,Turkana County,KE_County_23,,
201511,Nov-15,201511,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1
201511,Nov-15,201511,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201511,Nov-15,201511,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201511,Nov-15,201511,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201512,Dec-15,201512,,vvOK1BxTbet,Baringo County,KE_County_30,,
201512,Dec-15,201512,,HMNARUV2CW4,Bomet County,KE_County_36,,
201512,Dec-15,201512,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201512,Dec-15,201512,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201512,Dec-15,201512,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201512,Dec-15,201512,,PFu8alU2KWG,Embu County,KE_County_14,,
201512,Dec-15,201512,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201512,Dec-15,201512,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201512,Dec-15,201512,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201512,Dec-15,201512,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201512,Dec-15,201512,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201512,Dec-15,201512,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201512,Dec-15,201512,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201512,Dec-15,201512,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201512,Dec-15,201512,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201512,Dec-15,201512,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201512,Dec-15,201512,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201512,Dec-15,201512,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201512,Dec-15,201512,,N7YETT3A9r1,Kwale County,KE_County_2,,
201512,Dec-15,201512,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201512,Dec-15,201512,,NjWSbQTwys4,Lamu County,KE_County_5,,
201512,Dec-15,201512,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201512,Dec-15,201512,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201512,Dec-15,201512,,R6f9znhg37c,Mandera County,KE_County_9,,
201512,Dec-15,201512,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201512,Dec-15,201512,,Y52XNJ50hYb,Meru County,KE_County_12,,
201512,Dec-15,201512,,fVra3Pwta0Q,Migori County,KE_County_44,,
201512,Dec-15,201512,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2
201512,Dec-15,201512,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201512,Dec-15,201512,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201512,Dec-15,201512,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201512,Dec-15,201512,,t0J75eHKxz5,Nandi County,KE_County_29,,
201512,Dec-15,201512,,kqJ83J2D72s,Narok County,KE_County_33,,
201512,Dec-15,201512,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201512,Dec-15,201512,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201512,Dec-15,201512,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201512,Dec-15,201512,,o36zCRjSd4G,Samburu County,KE_County_25,,
201512,Dec-15,201512,,u4t9H8XyU9P,Siaya County,KE_County_41,,3
201512,Dec-15,201512,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201512,Dec-15,201512,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201512,Dec-15,201512,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201512,Dec-15,201512,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201512,Dec-15,201512,,kphDeKClFch,Turkana County,KE_County_23,,
201512,Dec-15,201512,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3
201512,Dec-15,201512,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201512,Dec-15,201512,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201512,Dec-15,201512,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201601,Jan-16,201601,,vvOK1BxTbet,Baringo County,KE_County_30,,
201601,Jan-16,201601,,HMNARUV2CW4,Bomet County,KE_County_36,,
201601,Jan-16,201601,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201601,Jan-16,201601,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201601,Jan-16,201601,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201601,Jan-16,201601,,PFu8alU2KWG,Embu County,KE_County_14,,
201601,Jan-16,201601,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201601,Jan-16,201601,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201601,Jan-16,201601,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201601,Jan-16,201601,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201601,Jan-16,201601,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201601,Jan-16,201601,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201601,Jan-16,201601,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201601,Jan-16,201601,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201601,Jan-16,201601,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201601,Jan-16,201601,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201601,Jan-16,201601,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201601,Jan-16,201601,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201601,Jan-16,201601,,N7YETT3A9r1,Kwale County,KE_County_2,,
201601,Jan-16,201601,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201601,Jan-16,201601,,NjWSbQTwys4,Lamu County,KE_County_5,,
201601,Jan-16,201601,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201601,Jan-16,201601,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201601,Jan-16,201601,,R6f9znhg37c,Mandera County,KE_County_9,,
201601,Jan-16,201601,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201601,Jan-16,201601,,Y52XNJ50hYb,Meru County,KE_County_12,,
201601,Jan-16,201601,,fVra3Pwta0Q,Migori County,KE_County_44,,
201601,Jan-16,201601,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201601,Jan-16,201601,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201601,Jan-16,201601,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201601,Jan-16,201601,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201601,Jan-16,201601,,t0J75eHKxz5,Nandi County,KE_County_29,,
201601,Jan-16,201601,,kqJ83J2D72s,Narok County,KE_County_33,,
201601,Jan-16,201601,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201601,Jan-16,201601,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201601,Jan-16,201601,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201601,Jan-16,201601,,o36zCRjSd4G,Samburu County,KE_County_25,,
201601,Jan-16,201601,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201601,Jan-16,201601,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201601,Jan-16,201601,,JsH2bnvNt2d,Tana River County,KE_County_4,,
